anchor,positive,negative
embeddings_train_data\topwear\anchor\2378ede9561c4dd603f4b471335347fa.jpg,embeddings_train_data\topwear\positive\3f891d37ac4fdc3aceb5162e2396cf90.jpg,embeddings_train_data\topwear\positive\dc343d5480bc40897600dd384bfb88a7.jpg
embeddings_train_data\topwear\anchor\2499b739ba3c857c0c0d5e2e1c230dcd.jpg,embeddings_train_data\topwear\positive\bd2aa959b979d052c6dfe991fbbb7cbc.jpg,embeddings_train_data\topwear\positive\a00f4c6ef1ed75bacc82f703c71aaf05.jpg
embeddings_train_data\topwear\anchor\25d36e28199b163450aeed5320c2e481.jpg,embeddings_train_data\topwear\positive\de089addeb9143412d9382679d8c6f78.jpg,embeddings_train_data\topwear\positive\c4a42704c80d81df4a0c5067fa772f12.jpg
embeddings_train_data\topwear\anchor\25d36e28199b163450aeed5320c2e481.jpg,embeddings_train_data\topwear\positive\2cfa7828c0e2329417d78c358d387abe.jpg,embeddings_train_data\topwear\positive\fd25b92909ce924688598bfb5020464a.jpg
embeddings_train_data\topwear\anchor\26cf91ae5e3e6f4b48112a385a6256be.jpg,embeddings_train_data\topwear\positive\79e908d52d9a2fdf057e1ab56637faa9.jpg,embeddings_train_data\topwear\positive\4ace166e1e6969ec468b1160b145032e.jpg
embeddings_train_data\topwear\anchor\296422f75777bc13d9e31c8b2f07c49b.jpg,embeddings_train_data\topwear\positive\b627fb4e9fed268eca866ac8244d07c5.jpg,embeddings_train_data\topwear\positive\fca14641a912499330a05a0cad25ab40.jpg
embeddings_train_data\topwear\anchor\2a3fdf130391cdc7da7542be1772663c.jpg,embeddings_train_data\topwear\positive\7fddbfbb53b6f7b6fbdb1c892d427ad2.jpg,embeddings_train_data\topwear\positive\c832189b33961497a618d706431a1f1f.jpg
embeddings_train_data\topwear\anchor\2a3fdf130391cdc7da7542be1772663c.jpg,embeddings_train_data\topwear\positive\00f0a343c02f6889a76edc708f9258e1.jpg,embeddings_train_data\topwear\positive\6ba643d3d9bc2c0d4bfdb1eb7002297b.jpg
embeddings_train_data\topwear\anchor\2e01d8eb4775f2d7313de99bc940ae88.jpg,embeddings_train_data\topwear\positive\c1a36643ad33e225c3b7b6dd83380cb6.jpg,embeddings_train_data\topwear\positive\4455b5d7cdeaabbdcd4744ec505c0b03.jpg
embeddings_train_data\topwear\anchor\2f7ec8888ac270a9ff14c89cbb42d094.jpg,embeddings_train_data\topwear\positive\a773348cc9652bbe878d21cb993219c9.jpg,embeddings_train_data\topwear\positive\df8f16d2cc2aa3d615256b945330f0cd.jpg
embeddings_train_data\topwear\anchor\3bdf661704415b16dbba67bd7867d6bc.jpg,embeddings_train_data\topwear\positive\50464dc318eb5033d876dfb425a4566b.jpg,embeddings_train_data\topwear\positive\c4acb59cecc9288f807e8dd93947e859.jpg
embeddings_train_data\topwear\anchor\3dfad21814cb468205e932e3c7681988.jpg,embeddings_train_data\topwear\positive\078ea6ce5b4cfde9bb1a571fc8b17ea9.jpg,embeddings_train_data\topwear\positive\2d397f61fa5cc1b89d25a4d67e434d9b.jpg
embeddings_train_data\topwear\anchor\3fc4c3f4d50b5a48674a409cc44ea562.jpg,embeddings_train_data\topwear\positive\82b6fc6deaa25bf764d2081c1ab4e996.jpg,embeddings_train_data\topwear\positive\f6cc46937fbc06991aae7913c87ef989.jpg
embeddings_train_data\topwear\anchor\41300c71051dd78ce9952dff09735b20.jpg,embeddings_train_data\topwear\positive\432d2a753c77010340ecf292d9b7ed47.jpg,embeddings_train_data\topwear\positive\993cd7ed4f475b3f5fcc1477f08da35e.jpg
embeddings_train_data\topwear\anchor\41300c71051dd78ce9952dff09735b20.jpg,embeddings_train_data\topwear\positive\99aa467ff8c32fd4bfbdacf31fffdc29.jpg,embeddings_train_data\topwear\positive\98c5374023bdc7a176e7aa2a0e41b7cb.jpg
embeddings_train_data\topwear\anchor\41300c71051dd78ce9952dff09735b20.jpg,embeddings_train_data\topwear\positive\b542af9b7e58d8804e14c4709ad60daf.jpg,embeddings_train_data\topwear\positive\3a9074e150eeb0cd055c4cf0b03ffcef.jpg
embeddings_train_data\topwear\anchor\41be657e1ab5ecd4af452896c7ca7ac7.jpg,embeddings_train_data\topwear\positive\0aeb57b8a8254a9da561111b7b154c3a.jpg,embeddings_train_data\topwear\positive\c1a36643ad33e225c3b7b6dd83380cb6.jpg
embeddings_train_data\topwear\anchor\4278a8ba993df3d11eece50114dcd38c.jpg,embeddings_train_data\topwear\positive\56d68a4584558c7cbd32c7e3dfde9abc.jpg,embeddings_train_data\topwear\positive\2211afef08e38f72f233069398c34aca.jpg
embeddings_train_data\topwear\anchor\4278a8ba993df3d11eece50114dcd38c.jpg,embeddings_train_data\topwear\positive\f50d08b1ec106d8a4b84246e916256dd.jpg,embeddings_train_data\topwear\positive\36fe5450e5b534249f25b2cd7fa9df41.jpg
embeddings_train_data\topwear\anchor\4278a8ba993df3d11eece50114dcd38c.jpg,embeddings_train_data\topwear\positive\d2aa1d0084608744062dbc55375fb89a.jpg,embeddings_train_data\topwear\positive\a48ef779326c49d0b7fa1ba49ce51f8a.jpg
embeddings_train_data\topwear\anchor\4278a8ba993df3d11eece50114dcd38c.jpg,embeddings_train_data\topwear\positive\d80a300a72265a21c975f34aec0629bb.jpg,embeddings_train_data\topwear\positive\10ad4b49a3c3c0bdf0a8d9958cc4cc60.jpg
embeddings_train_data\topwear\anchor\4278a8ba993df3d11eece50114dcd38c.jpg,embeddings_train_data\topwear\positive\a437bcfe5f5ca4aa15d6ba11ea551799.jpg,embeddings_train_data\topwear\positive\7ee6e1f4b760bb689781a86ea11a0c18.jpg
embeddings_train_data\topwear\anchor\42c098d2cc5b43919435468e2492a8cd.jpg,embeddings_train_data\topwear\positive\b05f3633c75176114d503c6d3c2d1ed8.jpg,embeddings_train_data\topwear\positive\41991c5ac0f905ed649ecf0601d87082.jpg
embeddings_train_data\topwear\anchor\5223b989049ccd55c43ff9ef0d145877.jpg,embeddings_train_data\topwear\positive\a05b9cfc9f3ec81eaade49c8d0d58d28.jpg,embeddings_train_data\topwear\positive\1fc52a295128cdc6cf317509caf2af7a.jpg
embeddings_train_data\topwear\anchor\5223b989049ccd55c43ff9ef0d145877.jpg,embeddings_train_data\topwear\positive\9ce5135b88d85c9aa6335d6082dd7253.jpg,embeddings_train_data\topwear\positive\20e5333b4659f7e2f7315bd5258b3644.jpg
embeddings_train_data\topwear\anchor\589e36eeeff80ebc729d85a4cd2b8368.jpg,embeddings_train_data\topwear\positive\d7ad98273f6e5fe39efec13b07a0c28e.jpg,embeddings_train_data\topwear\positive\1ef753e5d84801fa4d4a384387d0945a.jpg
embeddings_train_data\topwear\anchor\589e36eeeff80ebc729d85a4cd2b8368.jpg,embeddings_train_data\topwear\positive\4bfdac26f785f52ad475132cefca941c.jpg,embeddings_train_data\topwear\positive\2c1f82717d294c768dd732fd03d6cb65.jpg
embeddings_train_data\topwear\anchor\599d8353e63e81973398832070d4e203.jpg,embeddings_train_data\topwear\positive\8fd3b5272eb52d8fdddc52041876b487.jpg,embeddings_train_data\topwear\positive\5056e2de6362fcfa9462026265934868.jpg
embeddings_train_data\topwear\anchor\60150295b740a2a63c90b763ea695052.jpg,embeddings_train_data\topwear\positive\e4f951c6bbc26f2f04912ced1c5c2cb8.jpg,embeddings_train_data\topwear\positive\e05bde7a71081813c08e591099a421c0.jpg
embeddings_train_data\topwear\anchor\60150295b740a2a63c90b763ea695052.jpg,embeddings_train_data\topwear\positive\68ff534ebef9e60e363b817cf8fd8b8c.jpg,embeddings_train_data\topwear\positive\fdcf63bcac3ce537d97e00dcc4331db7.jpg
embeddings_train_data\topwear\anchor\60150295b740a2a63c90b763ea695052.jpg,embeddings_train_data\topwear\positive\aafecca8b8acf79177b0363f214ae4ee.jpg,embeddings_train_data\topwear\positive\943b0ce58086a7a4d63a66ee7a8a71b0.jpg
embeddings_train_data\topwear\anchor\62202806c926de74897db0f4265908a8.jpg,embeddings_train_data\topwear\positive\9ff17f28aed35143a8e2a9a7cae60b9a.jpg,embeddings_train_data\topwear\positive\b270ca73c868025006bd0cf29b46cd37.jpg
embeddings_train_data\topwear\anchor\62202806c926de74897db0f4265908a8.jpg,embeddings_train_data\topwear\positive\220f14cc7c799f6e34a136bc7e17247c.jpg,embeddings_train_data\topwear\positive\ecaeb2b3437c06469df3d3e5758fda34.jpg
embeddings_train_data\topwear\anchor\6412060db09ae8e0cc73c3b183414366.jpg,embeddings_train_data\topwear\positive\0d17618a53e94fda2bf7c382ecacb601.jpg,embeddings_train_data\topwear\positive\b432f5a7a7c50aa4e38fb72abbe240c7.jpg
embeddings_train_data\topwear\anchor\68f6c01e70c259f46b50c0f80f63d7e7.jpg,embeddings_train_data\topwear\positive\0cde6734fc5e78f32aa39354ec65baaa.jpg,embeddings_train_data\topwear\positive\69a7602593b56e739c491fe3f6d3ce35.jpg
embeddings_train_data\topwear\anchor\6be6f3bd71c0a818c5043a6167aa3b98.jpg,embeddings_train_data\topwear\positive\3252ad7593fd1096ca768ea856ad0c1e.jpg,embeddings_train_data\topwear\positive\90220b0eb28baccc453dd2cfb9c1e914.jpg
embeddings_train_data\topwear\anchor\6ccce2d7d8564557f3159c4bb8e10c91.jpg,embeddings_train_data\topwear\positive\9c49f701b2722893013ac71300c37e6b.jpg,embeddings_train_data\topwear\positive\f5d638a86a801444094f3a85205bc78e.jpg
embeddings_train_data\topwear\anchor\701ccf9d3c36cee2e29790687ebd604b.jpg,embeddings_train_data\topwear\positive\0cf7b7659ac703117fe9bfd2b204cf7b.jpg,embeddings_train_data\topwear\positive\0aba9fb610db58dc142745fe27a64642.jpg
embeddings_train_data\topwear\anchor\70d0d846fffd95add1e161bd7b6da4ef.jpg,embeddings_train_data\topwear\positive\0b915f3517774dd723f0cbbb829dac33.jpg,embeddings_train_data\topwear\positive\dcdd4de51efd3b0ccc78c22d816c1229.jpg
embeddings_train_data\topwear\anchor\72c3721b6dd6e48c3a72e4752ca6d05c.jpg,embeddings_train_data\topwear\positive\51a8ffca518960d38dcb8a7f4da70113.jpg,embeddings_train_data\topwear\positive\a3a85ad88d392418af767354600ddf4a.jpg
embeddings_train_data\topwear\anchor\76c9e6382b3614639878c707c4ae25a3.jpg,embeddings_train_data\topwear\positive\8af658e0af04cbc48e632f2396f3dbe5.jpg,embeddings_train_data\topwear\positive\57606b5564c1c26ef2963a443cdab4b1.jpg
embeddings_train_data\topwear\anchor\7fe8b2ba79c065e18fe1d445774b9c23.jpg,embeddings_train_data\topwear\positive\9d5880e53cb00101a562a3da20b6671b.jpg,embeddings_train_data\topwear\positive\50570af2943e7615eca1865249df131a.jpg
embeddings_train_data\topwear\anchor\823854d4628547dd0dce63c422dc519c.jpg,embeddings_train_data\topwear\positive\c2f78b45cb1b96b8242818471eea8c8c.jpg,embeddings_train_data\topwear\positive\c9400ee5621078172c82c556f8ae7135.jpg
embeddings_train_data\topwear\anchor\823854d4628547dd0dce63c422dc519c.jpg,embeddings_train_data\topwear\positive\a02c4178b7da0cc916cf119f44e37ffd.jpg,embeddings_train_data\topwear\positive\58cb6896821052052c850cdd72520f10.jpg
embeddings_train_data\topwear\anchor\8385e969e421f756fe3b625db253b20a.jpg,embeddings_train_data\topwear\positive\0d7b8a5fdb825a9101a2d35ba124ca42.jpg,embeddings_train_data\topwear\positive\82b6fc6deaa25bf764d2081c1ab4e996.jpg
embeddings_train_data\topwear\anchor\861612a6dbe602a5037727baa55cc696.jpg,embeddings_train_data\topwear\positive\a02c4178b7da0cc916cf119f44e37ffd.jpg,embeddings_train_data\topwear\positive\1aa7a5536c1523f5e0a1c9da31e3a821.jpg
embeddings_train_data\topwear\anchor\89273b015333f0738cc43e75e9111677.jpg,embeddings_train_data\topwear\positive\e708382d31c1b5bff2b2b5a37774c870.jpg,embeddings_train_data\topwear\positive\d632d08ba508b22d0b798fd8ad95559f.jpg
embeddings_train_data\topwear\anchor\89273b015333f0738cc43e75e9111677.jpg,embeddings_train_data\topwear\positive\62c96c7cb814b20311aaac5f32072248.jpg,embeddings_train_data\topwear\positive\48d31b6a7ab1588047a9ac17031e8752.jpg
embeddings_train_data\topwear\anchor\8aa9001817a6ca2aaa76911e1150d5f2.jpg,embeddings_train_data\topwear\positive\ce08951f90b906c5b77ba4fb819e823f.jpg,embeddings_train_data\topwear\positive\4cee3058205da867bc12096b34a30b35.jpg
embeddings_train_data\topwear\anchor\8aa9001817a6ca2aaa76911e1150d5f2.jpg,embeddings_train_data\topwear\positive\4ff5df6cdd4ca02322c2cf9d95a4b1ea.jpg,embeddings_train_data\topwear\positive\3d5e70f0d929a6f70ace7eee23c791c9.jpg
embeddings_train_data\topwear\anchor\8aa9001817a6ca2aaa76911e1150d5f2.jpg,embeddings_train_data\topwear\positive\850c2f1333afd49a8596d6afa99e0d35.jpg,embeddings_train_data\topwear\positive\dba2b0705844ac391fda6f0c5204822d.jpg
embeddings_train_data\topwear\anchor\8aa9001817a6ca2aaa76911e1150d5f2.jpg,embeddings_train_data\topwear\positive\2fb50d1bf04d141de531ebfbe56f9045.jpg,embeddings_train_data\topwear\positive\2d72681a954ea68dea974a7838dc42bc.jpg
embeddings_train_data\topwear\anchor\8e1b589fddc64ba78160714bf3546ea9.jpg,embeddings_train_data\topwear\positive\9d14cc819d6c829c83a483a7f900f29f.jpg,embeddings_train_data\topwear\positive\9bd5bb7b7a28a800a4bb2b6155a76e30.jpg
embeddings_train_data\topwear\anchor\8fa4a7b5249bd6e1bf15efbe9ce30cbc.jpg,embeddings_train_data\topwear\positive\7e373ebb7d2379f65bd402b421dde3ef.jpg,embeddings_train_data\topwear\positive\e741e2fd20c39b2dfaa5471016bdc021.jpg
embeddings_train_data\topwear\anchor\8fa4a7b5249bd6e1bf15efbe9ce30cbc.jpg,embeddings_train_data\topwear\positive\31ccaa474d867a223458e356973faa31.jpg,embeddings_train_data\topwear\positive\63a2dfb5abd10464c5c395c550241cb1.jpg
embeddings_train_data\topwear\anchor\905a8f4d7ad30709ddf97d25861a272e.jpg,embeddings_train_data\topwear\positive\43958705906d71c5379158b0731cdcfb.jpg,embeddings_train_data\topwear\positive\e8e3896cca993dc569be984a0ab68c90.jpg
embeddings_train_data\topwear\anchor\90805d4e47ed137f5457205d00ae8e13.jpg,embeddings_train_data\topwear\positive\eb44efe86fa90f63763b8ac730fb2bd9.jpg,embeddings_train_data\topwear\positive\4ebc59e22b13e3f073ee6df6b8d9f086.jpg
embeddings_train_data\topwear\anchor\932c7fc9f8f7b2d34d8195b4279bd873.jpg,embeddings_train_data\topwear\positive\1f39884af50ca2a2a2a2162c767df309.jpg,embeddings_train_data\topwear\positive\9d1445bcec2fbcc9a47bac370ff70824.jpg
embeddings_train_data\topwear\anchor\9cf292a0994e43975731082d9d848a7d.jpg,embeddings_train_data\topwear\positive\7208082090fd5124135f945c9266cb51.jpg,embeddings_train_data\topwear\positive\9f216d44aec277874dacc76232d6bdb1.jpg
embeddings_train_data\topwear\anchor\9f20574bd63eb3c80e9f918e288bbd45.jpg,embeddings_train_data\topwear\positive\b094e913602ffdb7ccb28a5a31cdcbfb.jpg,embeddings_train_data\topwear\positive\1bc20f3972709cfb0e9c5eb2ad5742b5.jpg
embeddings_train_data\topwear\anchor\a0b236bcde635887abe6af8d0ad742cb.jpg,embeddings_train_data\topwear\positive\094a765ecd316238bd053e1a55907122.jpg,embeddings_train_data\topwear\positive\96a7f3234b1119d2554712a7a3c45953.jpg
embeddings_train_data\topwear\anchor\a30a5652e231c82e56fb2ef78e602401.jpg,embeddings_train_data\topwear\positive\afb36dd71a8642dae16d95664f4402bb.jpg,embeddings_train_data\topwear\positive\680d994889dbdd16c6cf564acd02c895.jpg
embeddings_train_data\topwear\anchor\a30a5652e231c82e56fb2ef78e602401.jpg,embeddings_train_data\topwear\positive\3004fbd5417e20ffa45392c6718827ec.jpg,embeddings_train_data\topwear\positive\d6809af0e2f549b3c33aeb6ebb87fde3.jpg
embeddings_train_data\topwear\anchor\a329fef0a4ca68c5e0eb05492f561fd8.jpg,embeddings_train_data\topwear\positive\b08477f20696b821d0feac3c22ac524e.jpg,embeddings_train_data\topwear\positive\c0853c25e05607965338ae53092c4c25.jpg
embeddings_train_data\topwear\anchor\a5d79e5f058e64d60d1087221d219f8d.jpg,embeddings_train_data\topwear\positive\3adfca78f50d76cc4e8c99a4a3653b3b.jpg,embeddings_train_data\topwear\positive\8260ffda590accfa6edad006cd83737c.jpg
embeddings_train_data\topwear\anchor\a7e962f0aca2a68e880c88c1f095fc5c.jpg,embeddings_train_data\topwear\positive\f0f7c387fb4e15d759f4f01a260237e0.jpg,embeddings_train_data\topwear\positive\4cad943f1908cd6cd7fd3a69e9b16a65.jpg
embeddings_train_data\topwear\anchor\a8687a84d6a4f9d67c4a4610e71fbb7d.jpg,embeddings_train_data\topwear\positive\e6f5bb22d5543c768c0b571e46c524b9.jpg,embeddings_train_data\topwear\positive\4c8bd0be86943d58979c75871dbd7a16.jpg
embeddings_train_data\topwear\anchor\aba68013cb5384bee325681ea177ac06.jpg,embeddings_train_data\topwear\positive\b69e7fd5c674f2c57d983852f4cd8c2e.jpg,embeddings_train_data\topwear\positive\ffd844f793000621384e06aa506b5db0.jpg
embeddings_train_data\topwear\anchor\b1bb582493187df2b5d2efbb3d46ec97.jpg,embeddings_train_data\topwear\positive\10aa491bae5f7032549a676267670f64.jpg,embeddings_train_data\topwear\positive\d4375792b3eca4ce5a196c46f47349fd.jpg
embeddings_train_data\topwear\anchor\b8cea8292205a623b3485ae0affa2657.jpg,embeddings_train_data\topwear\positive\891f291f04bc17ebfef9eecb4938114b.jpg,embeddings_train_data\topwear\positive\8ee045d2acbbef7484f9878a46946b8d.jpg
embeddings_train_data\topwear\anchor\bb8b1ce369884f7b4ead6db769862799.jpg,embeddings_train_data\topwear\positive\c40220cb023034b664c375b67dd22a11.jpg,embeddings_train_data\topwear\positive\90a31b9694230c39e8f990f57a5d3ef8.jpg
embeddings_train_data\topwear\anchor\bb8b1ce369884f7b4ead6db769862799.jpg,embeddings_train_data\topwear\positive\4b45d360ca0bd5b4aebc4407045ee4c9.jpg,embeddings_train_data\topwear\positive\82a76ed0783bfc632eeb5c65a525d247.jpg
embeddings_train_data\topwear\anchor\bb8b1ce369884f7b4ead6db769862799.jpg,embeddings_train_data\topwear\positive\5dc6861551a5d5ab7f221bafae8ea09b.jpg,embeddings_train_data\topwear\positive\d6483d1901ead5c0ba309a9d66d4728c.jpg
embeddings_train_data\topwear\anchor\bb8b1ce369884f7b4ead6db769862799.jpg,embeddings_train_data\topwear\positive\33fd6de97e990557384d29a621cb61ec.jpg,embeddings_train_data\topwear\positive\b199f94388b7768cb27f5bc2d03608dc.jpg
embeddings_train_data\topwear\anchor\bb8b1ce369884f7b4ead6db769862799.jpg,embeddings_train_data\topwear\positive\8d11d176a0dcee870e6253f3e4886005.jpg,embeddings_train_data\topwear\positive\4801b572cafb4d2941508f35ef277dce.jpg
embeddings_train_data\topwear\anchor\bb8b1ce369884f7b4ead6db769862799.jpg,embeddings_train_data\topwear\positive\fc5d22fb0f6be3c12de732ae884a0a0e.jpg,embeddings_train_data\topwear\positive\838bd71da456dc2041c506b88304d08e.jpg
embeddings_train_data\topwear\anchor\bfef11ec7c1a2f2f15db6e1beeadd876.jpg,embeddings_train_data\topwear\positive\c5981a60ad8bafe125e9489cc4bcbf08.jpg,embeddings_train_data\topwear\positive\15bb9e509ca22ddcc03bdfaf9beb0687.jpg
embeddings_train_data\topwear\anchor\c2917631c584da89f378537d0cd1b929.jpg,embeddings_train_data\topwear\positive\a42ed76f6d0a7485a4eb1025285890d5.jpg,embeddings_train_data\topwear\positive\a75e4ce2f7c2fd8b41f8bdbdbad20776.jpg
embeddings_train_data\topwear\anchor\c56e14d6dadf50655bc67cd495fa63ff.jpg,embeddings_train_data\topwear\positive\d902d8797c3aee6b4750dc5d4c8f7647.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg
embeddings_train_data\topwear\anchor\c8f74ba11d2257a47048ed5f8f4584e8.jpg,embeddings_train_data\topwear\positive\0c1ee4da99150e07520a026bfe9b5c9a.jpg,embeddings_train_data\topwear\positive\2f701bedf602a6ea769fb4f0a7151953.jpg
embeddings_train_data\topwear\anchor\cbdfcada3c5ee567871efb95dfe42bec.jpg,embeddings_train_data\topwear\positive\aa85ffb70f027725f4b2a9096d03d710.jpg,embeddings_train_data\topwear\positive\d15211452118366af16843e7ba0b2d3f.jpg
embeddings_train_data\topwear\anchor\cbdfcada3c5ee567871efb95dfe42bec.jpg,embeddings_train_data\topwear\positive\c53d83ee41fb56ee35adde34ba62ea04.jpg,embeddings_train_data\topwear\positive\457f8f46499ce3577e03b2805a800c76.jpg
embeddings_train_data\topwear\anchor\cc5ec89a0de3fd590c5aeab5b228f073.jpg,embeddings_train_data\topwear\positive\197362f515964328d73b8faa14e2002a.jpg,embeddings_train_data\topwear\positive\4b5f7e783d509a124821b5521cad354d.jpg
embeddings_train_data\topwear\anchor\cc5ec89a0de3fd590c5aeab5b228f073.jpg,embeddings_train_data\topwear\positive\56825ee3d83db86b8a3541d4884c4c5c.jpg,embeddings_train_data\topwear\positive\48392adb463d09113b167efb5657c166.jpg
embeddings_train_data\topwear\anchor\cf91df180dc6e6f7b476116f6ad94650.jpg,embeddings_train_data\topwear\positive\52d009af67b565167eb594aab0026529.jpg,embeddings_train_data\topwear\positive\f367456ef4746ab6157bcfcad969025f.jpg
embeddings_train_data\topwear\anchor\d079183818721de88a11b523eb9bb7ef.jpg,embeddings_train_data\topwear\positive\e31e6afa11d8f494b5f27c9eb1a4e8b8.jpg,embeddings_train_data\topwear\positive\a0817e2cadf825b3221a888038c687ce.jpg
embeddings_train_data\topwear\anchor\d079183818721de88a11b523eb9bb7ef.jpg,embeddings_train_data\topwear\positive\facec0b8f5d3489d82db66129df7bd60.jpg,embeddings_train_data\topwear\positive\5dd1d13774d51489f40f06ff7b237bbf.jpg
embeddings_train_data\topwear\anchor\d48fc364bc920fe5abc7cf5d791fb535.jpg,embeddings_train_data\topwear\positive\636b9b26b314ad85a7d02cc334bcabf5.jpg,embeddings_train_data\topwear\positive\df46262c9f69211d71ad8f1bfb803ab7.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\fca250be5fab348f14b29d8a3718ed3c.jpg,embeddings_train_data\topwear\positive\630fb1466d87d367496a4a7b8db07c68.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\0983ee7e98f559102cdbea49adce930b.jpg,embeddings_train_data\topwear\positive\edb586800fe81cccbdc75d7fbe497c30.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\15e0b438d5981996f11e8f6ef93ec690.jpg,embeddings_train_data\topwear\positive\77f5e27443107c366529436a666af221.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\067a3247db113ef43bba1c2f585a27fd.jpg,embeddings_train_data\topwear\positive\8dbf72b08e241e7c669e6dbe42fa0d2f.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\2f99cbae8bac1bba4bb3dd5b70d550fe.jpg,embeddings_train_data\topwear\positive\4c9f8839843385db71e09406b5597498.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\1aa7a5536c1523f5e0a1c9da31e3a821.jpg,embeddings_train_data\topwear\positive\509a3a2b897525b998f417807c513030.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\65d375519764416cc239c311e31c3d09.jpg,embeddings_train_data\topwear\positive\ceefa9b390d58c85556b811bfd0d64b3.jpg
embeddings_train_data\topwear\anchor\d6736a6447c8bdc074ffd60c707551d0.jpg,embeddings_train_data\topwear\positive\6bd6f64cbe56e01cf58fb124bc0b0233.jpg,embeddings_train_data\topwear\positive\a3800f2c058753076fdad4c023c1dfd1.jpg
embeddings_train_data\topwear\anchor\d7ef5fb8210ae7c291d84d1d42971779.jpg,embeddings_train_data\topwear\positive\e6d183a78ba69e00530583cc15af3513.jpg,embeddings_train_data\topwear\positive\c2711ef1d656b7189b1c0e08f634e935.jpg
embeddings_train_data\topwear\anchor\da64a83e8c0cd673a3476ddbbaf86263.jpg,embeddings_train_data\topwear\positive\5bc827f1571a2eeebe11b021491834f5.jpg,embeddings_train_data\topwear\positive\8194bd12f50b7c31173a09da4e459aa9.jpg
embeddings_train_data\topwear\anchor\ddc946a8819c80b9840de014a9910327.jpg,embeddings_train_data\topwear\positive\c3a57d7ca57c1bc252953aa37a766289.jpg,embeddings_train_data\topwear\positive\d1d6ac19eb5d4768db05cd070523fd67.jpg
embeddings_train_data\topwear\anchor\e1e0295c281ffc093be74707ce15cc81.jpg,embeddings_train_data\topwear\positive\1f39884af50ca2a2a2a2162c767df309.jpg,embeddings_train_data\topwear\positive\df09d4c8163de5c28b551c5dde854011.jpg
embeddings_train_data\topwear\anchor\e1ec95e1ec02f0fe8f0c3e36e27581b4.jpg,embeddings_train_data\topwear\positive\be046adfec22962800bbe4420a45ef14.jpg,embeddings_train_data\topwear\positive\22c570fdb18b104ee85fd5cc1a477fc7.jpg
embeddings_train_data\topwear\anchor\e7743eb84eae80f44b961e9c205f5bcc.jpg,embeddings_train_data\topwear\positive\103a5b2311eb28799f97cce4f60c2638.jpg,embeddings_train_data\topwear\positive\091a9cfe7561e13937ac865bfa0fcf97.jpg
embeddings_train_data\topwear\anchor\e973b20f669abadbebc1813c93cf69fb.jpg,embeddings_train_data\topwear\positive\b0f500e011c0dfa49c6096f1a212b96f.jpg,embeddings_train_data\topwear\positive\28e204a2b6d35d8b83b32a4cec8688b3.jpg
embeddings_train_data\topwear\anchor\e98a1fa177a654a490a7baae1339da12.jpg,embeddings_train_data\topwear\positive\5dd1d13774d51489f40f06ff7b237bbf.jpg,embeddings_train_data\topwear\positive\667374e5a3baee4f38aa15fc8dde3af5.jpg
embeddings_train_data\topwear\anchor\f2f29a94f6e6a59d01e6a5f089dbc840.jpg,embeddings_train_data\topwear\positive\339a5b321ee81e1a635bf69ad9add46d.jpg,embeddings_train_data\topwear\positive\814602a5f6aa5b36ebac2cddcdeada75.jpg
embeddings_train_data\topwear\anchor\f305e2840deec44bcb19c513467f79ba.jpg,embeddings_train_data\topwear\positive\cf892ce47eea22e16441f5b509141622.jpg,embeddings_train_data\topwear\positive\e17ce4d46c11a3d9e470d00f278ea968.jpg
embeddings_train_data\topwear\anchor\f7b5c55c6afa3d359e910d38355a6d52.jpg,embeddings_train_data\topwear\positive\f50823f4094d8b76dca48f687faa1aee.jpg,embeddings_train_data\topwear\positive\67233714eff6e23d0d610d209bc371bd.jpg
embeddings_train_data\topwear\anchor\f9a6317060dd8fa58791b91ad8a80869.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\0600a381e54eed641c7ff2f813f14cd4.jpg
embeddings_train_data\topwear\anchor\fe171cd063c7eab8c82db47418cd825f.jpg,embeddings_train_data\topwear\positive\17aea0c1365c59b690e5a8b721e1186c.jpg,embeddings_train_data\topwear\positive\a74f2a13002e1b6d3b0569b966c3d3ef.jpg
embeddings_train_data\topwear\anchor\ff5648bce9ea9af51e3710d07ce1e9f5.jpg,embeddings_train_data\topwear\positive\94ee5cb4d2ce35c482b8c567590ccd0f.jpg,embeddings_train_data\topwear\positive\2e98b727df7ba8610473ce84e5922403.jpg
